message,label,,
welcome,spam,,
"dear reliance customer, please let us know if you are satisfied with the resolution of last service request reply yes else no.(toll free).",spam,,
salil n. sent you an invitation on linkedin. tap here to accept or unsub https://lnkd.in/egvuzzx,spam,,
"dear customer, while receiving international call, if local or std or no number displayed on your phone, please inform on toll free no.1800-110-420 or 1963",spam,,
dear customer get free access to erosnow and enjoy full movies. click http://scg.icl.in/wps/portal/wcg?a=havz17lw8fgbdal4ftz7ig==&b=a&c=777016073122551666690&e=n&f=imagine&h=20160731225516&j=naaeplknpaw5h/lx192x/a==&k=trqgbqlivjqwa+hg16eh4a==&n=0&o=null&q=wap&r=732839cd-691b-4c03-aa1a-f6ec221ada05,spam,,
"recharge done,benefit received.",spam,,
"recharge done(mrp:298, st+sbc+kkc:38.87, pf:259.13, tt:0), benefits recd:1.25 gb 3g + 1.25 gb 4g data validity:28 days balance:83.25",spam,,
"dear customer, while receiving international call, if local or std or no number displayed on your phone, please inform on toll free no.1800-110-420 or 1963",spam,,
"recharge done for rs.84 (pf:73.04, st+sbc+kkc:10.96, tt:0, benefits:local/std mobile calls: 1.8p/2sec, 40 days) current bal:212.04",spam,,
"recharge done,benefit received.",spam,,
"badhai ho! aapko mila he bonus 1 gb 4g internet ka fayda. 28 din. shandaar internet offer, call 12123 muft.
",spam,,
dear customer get free access to erosnow and enjoy full movies. click http://scg.icl.in/wps/portal/wcg?a=havz17lw8fgbdal4ftz7ig==&b=a&c=772916071211082987927&e=n&f=imagine&h=20160712110830&j=naaeplknpaw5h/lx192x/a==&k=trqgbqlivjqwa+hg16eh4a==&n=0&o=null&q=wap&r=fe98256a-c607-46e8-856d-2cd640fbd894,spam,,
"recharge done for rs.249 (pf:216.52, st+sbc+kkc:32.48, tt:0, benefits:1gb 4g data validity:28 days) current bal:228.96",spam,,
"recharge done for rs.249 (pf:216.52, st+sbc+kkc:32.48, tt:0, benefits:1gb 4g/3g/2g validity:28 days ) current bal:228.96",spam,,
please be cautious swhile responding to missed calls/smss from unknown international numbers to avoid being victim of fraud.,spam,,
pls be cautious while returning call/sms for mobile technical upgrade to avoid fraud and higher call chrgs. idea does not call/sms customers for such activities,spam,,
recharge now with customized internet packs for you. click www.ismartpacks.com to buy best offer,spam,,
salil n. sent you an invitation on linkedin. tap here to accept or unsub https://lnkd.in/egvuzzx,spam,,
"dear customer, while receiving international call, if local or std or no number displayed on your phone, please inform on toll free no.1800-110-420 or 1963",spam,,
dear customer get free access to erosnow and enjoy full movies. click http://scg.icl.in/wps/portal/wcg?a=havz17lw8fgbdal4ftz7ig==&b=a&c=777016073122551666690&e=n&f=imagine&h=20160731225516&j=naaeplknpaw5h/lx192x/a==&k=trqgbqlivjqwa+hg16eh4a==&n=0&o=null&q=wap&r=732839cd-691b-4c03-aa1a-f6ec221ada05,spam,,
"recharge done,benefit received.",spam,,
"recharge done(mrp:298, st+sbc+kkc:38.87, pf:259.13, tt:0), benefits recd:1.25 gb 3g + 1.25 gb 4g data validity:28 days balance:83.25",spam,,
"dear customer, while receiving international call, if local or std or no number displayed on your phone, please inform on toll free no.1800-110-420 or 1963",spam,,
"recharge done for rs.84 (pf:73.04, st+sbc+kkc:10.96, tt:0, benefits:local/std mobile calls: 1.8p/2sec, 40 days) current bal:212.04",spam,,
"recharge done,benefit received.",spam,,
"badhai ho! aapko mila he bonus 1 gb 4g internet ka fayda. 28 din. shandaar internet offer, call 12123 muft.
",spam,,
dear customer get free access to erosnow and enjoy full movies. click http://scg.icl.in/wps/portal/wcg?a=havz17lw8fgbdal4ftz7ig==&b=a&c=772916071211082987927&e=n&f=imagine&h=20160712110830&j=naaeplknpaw5h/lx192x/a==&k=trqgbqlivjqwa+hg16eh4a==&n=0&o=null&q=wap&r=fe98256a-c607-46e8-856d-2cd640fbd894,spam,,
"recharge done for rs.249 (pf:216.52, st+sbc+kkc:32.48, tt:0, benefits:1gb 4g data validity:28 days) current bal:228.96",spam,,
"recharge done for rs.249 (pf:216.52, st+sbc+kkc:32.48, tt:0, benefits:1gb 4g/3g/2g validity:28 days ) current bal:228.96",spam,,
please be cautious swhile responding to missed calls/smss from unknown international numbers to avoid being victim of fraud.,spam,,
pls be cautious while returning call/sms for mobile technical upgrade to avoid fraud and higher call chrgs. idea does not call/sms customers for such activities,spam,,
recharge now with customized internet packs for you. click www.ismartpacks.com to buy best offer,spam,,
salil n. sent you an invitation on linkedin. tap here to accept or unsub https://lnkd.in/egvuzzx,spam,,
"dear customer, while receiving international call, if local or std or no number displayed on your phone, please inform on toll free no.1800-110-420 or 1963",spam,,
dear customer get free access to erosnow and enjoy full movies. click http://scg.icl.in/wps/portal/wcg?a=havz17lw8fgbdal4ftz7ig==&b=a&c=777016073122551666690&e=n&f=imagine&h=20160731225516&j=naaeplknpaw5h/lx192x/a==&k=trqgbqlivjqwa+hg16eh4a==&n=0&o=null&q=wap&r=732839cd-691b-4c03-aa1a-f6ec221ada05,spam,,
"recharge done,benefit received.",spam,,
"recharge done(mrp:298, st+sbc+kkc:38.87, pf:259.13, tt:0), benefits recd:1.25 gb 3g + 1.25 gb 4g data validity:28 days balance:83.25",spam,,
"dear customer, while receiving international call, if local or std or no number displayed on your phone, please inform on toll free no.1800-110-420 or 1963",spam,,
"recharge done for rs.84 (pf:73.04, st+sbc+kkc:10.96, tt:0, benefits:local/std mobile calls: 1.8p/2sec, 40 days) current bal:212.04",spam,,
"recharge done,benefit received.",spam,,
"badhai ho! aapko mila he bonus 1 gb 4g internet ka fayda. 28 din. shandaar internet offer, call 12123 muft.
",spam,,
dear customer get free access to erosnow and enjoy full movies. click http://scg.icl.in/wps/portal/wcg?a=havz17lw8fgbdal4ftz7ig==&b=a&c=772916071211082987927&e=n&f=imagine&h=20160712110830&j=naaeplknpaw5h/lx192x/a==&k=trqgbqlivjqwa+hg16eh4a==&n=0&o=null&q=wap&r=fe98256a-c607-46e8-856d-2cd640fbd894,spam,,
"recharge done for rs.249 (pf:216.52, st+sbc+kkc:32.48, tt:0, benefits:1gb 4g data validity:28 days) current bal:228.96",spam,,
"recharge done for rs.249 (pf:216.52, st+sbc+kkc:32.48, tt:0, benefits:1gb 4g/3g/2g validity:28 days ) current bal:228.96",spam,,
please be cautious swhile responding to missed calls/smss from unknown international numbers to avoid being victim of fraud.,spam,,
pls be cautious while returning call/sms for mobile technical upgrade to avoid fraud and higher call chrgs. idea does not call/sms customers for such activities,spam,,
recharge now with customized internet packs for you. click www.ismartpacks.com to buy best offer,spam,,
salil n. sent you an invitation on linkedin. tap here to accept or unsub https://lnkd.in/egvuzzx,spam,,
"dear customer, while receiving international call, if local or std or no number displayed on your phone, please inform on toll free no.1800-110-420 or 1963",spam,,
dear customer get free access to erosnow and enjoy full movies. click http://scg.icl.in/wps/portal/wcg?a=havz17lw8fgbdal4ftz7ig==&b=a&c=777016073122551666690&e=n&f=imagine&h=20160731225516&j=naaeplknpaw5h/lx192x/a==&k=trqgbqlivjqwa+hg16eh4a==&n=0&o=null&q=wap&r=732839cd-691b-4c03-aa1a-f6ec221ada05,spam,,
"recharge done,benefit received.",spam,,
"recharge done(mrp:298, st+sbc+kkc:38.87, pf:259.13, tt:0), benefits recd:1.25 gb 3g + 1.25 gb 4g data validity:28 days balance:83.25",spam,,
"dear customer, while receiving international call, if local or std or no number displayed on your phone, please inform on toll free no.1800-110-420 or 1963",spam,,
"recharge done for rs.84 (pf:73.04, st+sbc+kkc:10.96, tt:0, benefits:local/std mobile calls: 1.8p/2sec, 40 days) current bal:212.04",spam,,
"recharge done,benefit received.",spam,,
"badhai ho! aapko mila he bonus 1 gb 4g internet ka fayda. 28 din. shandaar internet offer, call 12123 muft.
",spam,,
dear customer get free access to erosnow and enjoy full movies. click http://scg.icl.in/wps/portal/wcg?a=havz17lw8fgbdal4ftz7ig==&b=a&c=772916071211082987927&e=n&f=imagine&h=20160712110830&j=naaeplknpaw5h/lx192x/a==&k=trqgbqlivjqwa+hg16eh4a==&n=0&o=null&q=wap&r=fe98256a-c607-46e8-856d-2cd640fbd894,spam,,
"recharge done for rs.249 (pf:216.52, st+sbc+kkc:32.48, tt:0, benefits:1gb 4g data validity:28 days) current bal:228.96",spam,,
"recharge done for rs.249 (pf:216.52, st+sbc+kkc:32.48, tt:0, benefits:1gb 4g/3g/2g validity:28 days ) current bal:228.96",spam,,
please be cautious swhile responding to missed calls/smss from unknown international numbers to avoid being victim of fraud.,spam,,
pls be cautious while returning call/sms for mobile technical upgrade to avoid fraud and higher call chrgs. idea does not call/sms customers for such activities,spam,,
recharge now with customized internet packs for you. click www.ismartpacks.com to buy best offer,spam,,
"461927 is the onetime password (otp) for registration over internet. 
this is usable once & valid for 30 mins from the request. 
pls do not share with anyone",spam,,
independnce day offer.buy combo vise 48 &32 led at unmatched price 39999 only @ lotus with easy emi option. tnc applied by bajaj finance,spam,,
"dear customer, access your loan details, request for documents, opt for offers & more on our android mobile app fullerton india mconnect. click here to download the app http://bit.ly/2aakkyu or visit google play store!",spam,,
"balance in savings a/c 853962 as of 11-aug-2016 eod is inr 12084.50. credits in a/c are subject to clearing. to know more use axis mobile: m.axisbank.com/bal
",ham,,
"your a/c xxxxx388847 debited inr 7,500.00 on 12/08/16 -transferred to mr. rajendra kurmi . a/c balance inr 1,314.45",ham,,
"an amount of rs.10,000.00 has been debited from your account  number xxxx1152 for an online payment txn done using hdfc bank netbanking.",ham,,
"your a/c no. xxxxxxxx1152 is debited for rs. 10,000.00 on 11-08-16 and a/c xxxxxxx847 credited (imps ref no 622421331357)",ham,,
one time password for netbanking transaction is 785516. please use the password to complete the transaction. pls do not share this with anyone. ref no- xxxx4763,spam,,
your a/c no. xxxxxxxx3962 is debited for rs.20000.00 on 11-08-16 and a/c of unregistered has been credited (imps ref no 622421342625).,ham,,
your a/c 15853962 is debited rs 20005.75 on 2016-08-11 a/c balance is rs 12084.50 info: imps/p2a/622421342625/04751140001152hdfc,ham,,
"inr 20,000.00 deposited to a/c no xx1152 towards imps-p2a-622421342625-919893549395- val 11-aug-16. clr bal is inr 20,700.34 subject to clearing.",ham,,
"your a/c no. xxxxxxxx1152 is credited by rs.20,000.00 on 11-08-16 by a/c linked to mobile xxxxxxx395(imps ref no 622421342625)",ham,,
"emi due on12082016 in a/c xxxxx402375. please ignore, if paid.if not paid, charges for late payment of emi ofrs.573+penal intt@2% shall be debited to ur a/c",ham,,
"a1484201 new pratap,po no poc023012718 for stb type activation 999 new is pending for acceptance since 19-sep-2013 and 25249 hours",spam,,
balance in a/c xxxxxxxxxx1152 as of 10-aug-16 eod is inr 700.34 . check a/c for current balance . credits in a/c are subject to clearing,ham,,
"(1/2) services of your airtel digitaltv id 3010422001 have been stopped. to restart your services, recharge with rs175 or more.(2/2) to recharge, visit your nearest retailer or login to www.airtel.in/digitaltv or dial *400# from your airtel mobile.",spam,,
your a/c 853962 is debited inr 10000.00 on 10-08-2016 12:05:01 a/c bal is inr 32090.25 info: cash-atm/04543066. get axis mobile: m.axisbank.com/cwdl,ham,,
"airtel money payment successful. amt: rs.200(inclusive of all charges), txn id: 659405208, date: 07/08/16 10:20, bal: rs. 19.6.explore offers on app bit.ly/2afrona",spam,,
bill payment for your account number 3017303682 has been successful. your account has been credited with rs. 200.00. transaction id 270294857.,spam,,
"dear customer you are eligible for a personal loan top-up. apply immediately to avail special rate. to apply sms ""pleb"" to 575758. t&c apply.",spam,,
"hello, for a/c ****3962 you have completed 2 free txns at non-axis bank atms in this month. to know the free usage limits and charges thereafter visit axisbank.com",spam,,
balance in savings a/c 853962 as of 04-aug-2016 eod is inr 42090.25. credits in a/c are subject to clearing. to know more use axis mobile: m.axisbank.com/bal,ham,,
your a/c 15853962 is credited rs 37817 on  2016-08-04 a/c balance is rs 42090.25 info: brn-salary payment-by salary,ham,,
your a/c 853962 is debited inr 5000.00 on 04-08-2016 13:24:52 a/c bal is inr 4273.25 info: cash-atm/n5042000. get axis mobile: m.axisbank.com/cwdl,ham,,
"sorry,you seem to have insufficient balance in your account for this transaction.your current available balance is inr 9273.25.please try again.have a nice day!",spam,,
your a/c 853962 is debited inr 10000.00 on 04-08-2016 13:23:03 a/c bal is inr 9273.25 info: cash-atm/n5042000. get axis mobile: m.axisbank.com/cwdl,ham,,
balance in a/c xxxxxxxxxx1152 as of 03-aug-16 eod is inr 700.34 . check a/c for current balance . credits in a/c are subject to clearing,ham,,
your airtel money verification otp is 345934.,spam,,
"dear customer, request to pay emi of rs. 10877 due on 04th aug 2016 towards loan ending 002560 at fullerton india branch or pay online at www.fullertonindia.com. non-payment will result in penal charges and negative updation in credit bureau records. fullerton india",spam,,
"dear member (uan :100317857280), rs. 992 for 04/2016 has been credited in your epf account.for details, download m-epf mobile app from google play store.",spam,,
your a/c 853962 is debited inr 2000.00 on 01-08-2016 21:12:53 a/c bal is inr 19273.25 info: cash-atm/30249001. get axis mobile: m.axisbank.com/cwdl,ham,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846248 is adjusted on 30/07/2016 ( tran-no 02745685 ). next premium falls due on 08/2016.",spam,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846246 is adjusted on 30/07/2016 ( tran-no 02745683 ). next premium falls due on 08/2016.",spam,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846249 is adjusted on 30/07/2016 ( tran-no 02745686 ). next premium falls due on 08/2016.",spam,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846249 is adjusted on 30/07/2016 ( tran-no 02745686 ). next premium falls due on 08/2016.",spam,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846245 is adjusted on 30/07/2016 ( tran-no 02745682 ). next premium falls due on 08/2016.",spam,,
your a/c 853962 is debited inr 2000.00 on 30-07-2016 20:20:00 a/c bal is inr 21273.25 info: cash-atm/na041101. get axis mobile: m.axisbank.com/cwdl,ham,,
axis bank billpay - your payment of bharti airtel limited postpaid bill 7389940249 for rs 1216.00 has been processed successfully.,ham,,
your a/c 15853962 is debited rs 1216 on 2016-07-28 a/c balance is rs 25273.25 info: mob/l48qu7a33557/airtel,ham,,
balance in a/c xxxxxxxxxx1152 as of 27-jul-16 eod is inr 700.34 . check a/c for current balance . credits in a/c are subject to clearing,ham,,
your a/c 15853962 is credited rs 25000 on  2016-07-25 a/c balance is rs 26489.25 info: brn-by cash cash,ham,,
your a/c 15853962 is debited rs 2005.75 on 2016-07-25 a/c balance is rs 1489.25 info: imps/p2a/620707216215/04751140001152hdfc,ham,,
your a/c no. xxxxxxxx3962 is debited for rs.2000.00 on 25-07-16 and a/c of unregistered has been credited (imps ref no 620707216215).,ham,,
"airtel money payment successful. amt: rs.200(inclusive of all charges), txn id: 652953875, date: 23/07/16 10:39, bal: rs. 219.6.",spam,,
bill payment for your account number 3017303682 has been successful. your account has been credited with rs. 200.00. transaction id 244488241.,spam,,
"airtel money payment to 9630572578 successful! amt: rs.110, txnid: 652402468, date: 22/07/16 03:24, bal: rs.419.6",spam,,
"dear customer, deposit rs 20,000 or more in your axis bank savings account before 31st july 2016 and get a benetton watch.terms and conditions apply*. good day!",spam,,
"dear rajendra, your pnr:46025960 journey:indore to sagar seat:j date:14-07-2016  9:00 pm pickup:sarwate bus stand  is booked.amount 500 . board bus:mp-15-pa-2277, pickup man:dinesh tiwari ji, phone:9981305480. thank you, www.osrbus.in",spam,,
"dear rajendra, your pnr:45991101 journey:sagar to indore seat:u29 date:13-07-2016  11:20 pm pickup:gov.bus stand  is booked.amount 600 . board bus:mp-15-pa-3377, pickup man:, phone:. thank you, www.osrbus.in",spam,,
"dear customer, your psb a/c ********7925 has been  debited  with inr 3000.(clr bal 5035.4cr)( unclr bal 0cr)(11-07-2016 14:59:09)",ham,,
"airtel money payment to 9893549395 successful! amt: rs.5033, txnid: 646744173, date: 08/07/16 03:15, bal: rs.529.6",spam,,
bill payment for your mobile number  9893549395 has been successful. your account has been credited with rs. 5033.00. your reference is  215292174,spam,,
"airtel money web top up successful. amt: rs. 5000.0, txn id: 646743672, date: 08/07/16 03:14, bal: 5562.6. for offers visit www.airtel.in/money",spam,,
"balance in a/c xxxxxxxxxx1152 as of 06-jul-16 eod is inr 6,515.06 . check a/c for current balance . credits in a/c are subject to clearing",ham,,
"dear client, your gold loan 26000/-is approved. disb. code 49682228. pay interest regularly at our branch or www.manappuram.com or manappuram mobile app.",spam,,
"dear mr/mrs rajendra  kurmi,
your motor policy for vehicle number: mp-09-cm-9960, engine no. 490168 and chassis no. 056780
has been issued. policy number: 31030031160100021780 valid from 05/07/2016 to 04/07/2017.customer id po42686984. premium rs. 7965.for queries if any please contact customer service
at 18002091415.to download policy visit web.newindia.co.in or download from google play store/apple app store / ""new india customer app"" for smart phone.",spam,,
"neft transaction with reference number n184160166238879 for inr 10,000.00 has been credited to the beneficiary account on 02-07-2016 at 03:15:58.",spam,,
"an amount of rs.3,000.00 has been debited from your account number xxxx1152 for neft txn done using hdfc bank netbanking",ham,,
"an amount of rs.5,000.00 has been debited from your account number xxxx1152 for neft txn done using hdfc bank netbanking",ham,,
"dear customer, request to pay emi of rs. 10877 due on 04th jul 2016 towards loan ending 002560 at fullerton india branch or pay online at www.fullertonindia.com. non-payment will result in penal charges and negative updation in credit bureau records. fullerton india",spam,,
"airtel money payment to 9893721824 successful! amt: rs.100, txnid: 643864056, date: 01/07/16 11:25, bal: rs.562.6",spam,,
"dear valued customer, renew your motor policy# 93080929  (expiring on 04-07-2016 ) online to avail 24 x 7 road assistance at no extra cost.visit www.iffcotokio.co.in",spam,,
payment to idea|2 done successfully for rs.30.0. your airtel money a/c has been debited by rs.30(fee:rs.0. bonus:rs.0). transaction id:643600109. date:2016-06-30 17:07. current balance is rs.662.6.,ham,,
balance in a/c xxxxxxxxxx1152 as of 29-jun-16 eod is inr 424.06 . check a/c for current balance . credits in a/c are subject to clearing,ham,,
"bal in a/c no xx1152 has gone below your specified limit of inr 5,000.00. y'day eod bal was inr 424.06. check a/c for current bal.",ham,,
"rs.1500.00 was withdrawn using your hdfc bank card ending 7325 on 2016-06-27:19:56:30 at sagar, madhya prade. avl bal: rs.424.06",ham,,
"airtel money payment successful. amt: rs.310(inclusive of all charges), txn id: 642501836, date: 27/06/16 07:36, bal: rs. 692.6.",spam,,
thank you for using debit card ending 7325 for rs.1000.00 in mumbai at airtel pymt-billdesk on 2016-06-27:19:30:44  avl bal: rs.1924.06,spam,,
"airtel money web top up successful. amt: rs. 1000.0, txn id: 642498638, date: 27/06/16 07:30, bal: 1002.6. for offers visit www.airtel.in/money",spam,,
"airtel money payment successful. amt: rs.250(inclusive of all charges), txn id: 639080904, date: 18/06/16 03:59, bal: rs. 2.6.",spam,,
"airtel money payment to 7389940249 successful! amt: rs.1148, txnid: 635969843, date: 10/06/16 07:48, bal: rs.252.6",spam,,
"airtel money payment successful. amt: rs.510(inclusive of all charges), txn id: 631211568, date: 29/05/16 02:44, bal: rs. 1430.6.",spam,,
"dear customer, your service request number 2322807 has been processed successfully. for any further details please contact: 1800 103 6001 (toll free). fullerton india",spam,,
"dear customer, your psb a/c ********7925 has been  debited  with inr 1000.(clr bal 2883.4cr)( unclr bal 0cr)(20-05-2016 17:26:40)",ham,,
"airtel money payment successful. amt: rs.310(inclusive of all charges), txn id: 616806623, date: 21/04/16 01:57, bal: rs. 1940.6.",spam,,
"airtel money payment successful. amt: rs.700(inclusive of all charges), txn id: 616805307, date: 21/04/16 01:54, bal: rs. 2250.6.",spam,,
"airtel money payment to 7389940249 successful! amt: rs.556, txnid: 615950073, date: 19/04/16 11:07, bal: rs.2950.6",spam,,
your uan 100317857280 has been activated with user id 100317857280. please update your mobile number details whenever you change it.,spam,,
"to complete activation of uan based registration, enter pin: 4297",spam,,
"airtel money payment to 9893549395 successful! amt: rs.1520, txnid: 610926187, date: 06/04/16 05:42, bal: rs.3506.6",spam,,
"airtel money web top up successful. amt: rs. 5000.0, txn id: 610922821, date: 06/04/16 05:33, bal: 5026.6. for offers visit www.airtel.in/money",spam,,
"airtel money payment successful. amt: rs.510(inclusive of all charges), txn id: 604363481, date: 19/03/16 07:45, bal: rs. 26.6.",spam,,
"airtel money web top up successful. amt: rs. 500.0, txn id: 604361578, date: 19/03/16 07:42, bal: 536.6. for offers visit www.airtel.in/money",spam,,
"dear anjana kurmi, empid:70503, your cashless approved for rs.42329, letter faxed to hospital. ref.pa.no:496733.",spam,,
"dear anjana kurmi, empid:70503, your cashless approved for rs.35000, letter faxed to hospital. ref.pa.no:496733.",spam,,
"dear anjana kurmi, empid:70503, your cashless is pending for certain documents. pl.contact hospital helpdesk for details. ref.pa.no: 496733.",spam,,
"dear anjana kurmi,empid:70503, your cashless request for rs.47300 on 19 jan 19:06 is in process. response will be faxed in 1hr. ref.pa no: 496733.",spam,,
"461927 is the onetime password (otp) for registration over internet. 
this is usable once & valid for 30 mins from the request. 
pls do not share with anyone",spam,,
independnce day offer.buy combo vise 48 &32 led at unmatched price 39999 only @ lotus with easy emi option. tnc applied by bajaj finance,spam,,
"dear customer, access your loan details, request for documents, opt for offers & more on our android mobile app fullerton india mconnect. click here to download the app http://bit.ly/2aakkyu or visit google play store!",spam,,
"balance in savings a/c 853962 as of 11-aug-2016 eod is inr 12084.50. credits in a/c are subject to clearing. to know more use axis mobile: m.axisbank.com/bal
",ham,,
"your a/c xxxxx388847 debited inr 7,500.00 on 12/08/16 -transferred to mr. rajendra kurmi . a/c balance inr 1,314.45",ham,,
"an amount of rs.10,000.00 has been debited from your account  number xxxx1152 for an online payment txn done using hdfc bank netbanking.",ham,,
"your a/c no. xxxxxxxx1152 is debited for rs. 10,000.00 on 11-08-16 and a/c xxxxxxx847 credited (imps ref no 622421331357)",ham,,
one time password for netbanking transaction is 785516. please use the password to complete the transaction. pls do not share this with anyone. ref no- xxxx4763,ham,,
your a/c no. xxxxxxxx3962 is debited for rs.20000.00 on 11-08-16 and a/c of unregistered has been credited (imps ref no 622421342625).,ham,,
your a/c 15853962 is debited rs 20005.75 on 2016-08-11 a/c balance is rs 12084.50 info: imps/p2a/622421342625/04751140001152hdfc,ham,,
"inr 20,000.00 deposited to a/c no xx1152 towards imps-p2a-622421342625-919893549395- val 11-aug-16. clr bal is inr 20,700.34 subject to clearing.",spam,,
"your a/c no. xxxxxxxx1152 is credited by rs.20,000.00 on 11-08-16 by a/c linked to mobile xxxxxxx395(imps ref no 622421342625)",ham,,
"emi due on12082016 in a/c xxxxx402375. please ignore, if paid.if not paid, charges for late payment of emi ofrs.573+penal intt@2% shall be debited to ur a/c",ham,,
"a1484201 new pratap,po no poc023012718 for stb type activation 999 new is pending for acceptance since 19-sep-2013 and 25249 hours",spam,,
balance in a/c xxxxxxxxxx1152 as of 10-aug-16 eod is inr 700.34 . check a/c for current balance . credits in a/c are subject to clearing,ham,,
"(1/2) services of your airtel digitaltv id 3010422001 have been stopped. to restart your services, recharge with rs175 or more.(2/2) to recharge, visit your nearest retailer or login to www.airtel.in/digitaltv or dial *400# from your airtel mobile.",spam,,
your a/c 853962 is debited inr 10000.00 on 10-08-2016 12:05:01 a/c bal is inr 32090.25 info: cash-atm/04543066. get axis mobile: m.axisbank.com/cwdl,ham,,
"airtel money payment successful. amt: rs.200(inclusive of all charges), txn id: 659405208, date: 07/08/16 10:20, bal: rs. 19.6.explore offers on app bit.ly/2afrona",spam,,
bill payment for your account number 3017303682 has been successful. your account has been credited with rs. 200.00. transaction id 270294857.,spam,,
"dear customer you are eligible for a personal loan top-up. apply immediately to avail special rate. to apply sms ""pleb"" to 575758. t&c apply.",spam,,
"hello, for a/c ****3962 you have completed 2 free txns at non-axis bank atms in this month. to know the free usage limits and charges thereafter visit axisbank.com",spam,,
balance in savings a/c 853962 as of 04-aug-2016 eod is inr 42090.25. credits in a/c are subject to clearing. to know more use axis mobile: m.axisbank.com/bal,ham,,
your a/c 15853962 is credited rs 37817 on  2016-08-04 a/c balance is rs 42090.25 info: brn-salary payment-by salary,ham,,
your a/c 853962 is debited inr 5000.00 on 04-08-2016 13:24:52 a/c bal is inr 4273.25 info: cash-atm/n5042000. get axis mobile: m.axisbank.com/cwdl,ham,,
"sorry,you seem to have insufficient balance in your account for this transaction.your current available balance is inr 9273.25.please try again.have a nice day!",spam,,
your a/c 853962 is debited inr 10000.00 on 04-08-2016 13:23:03 a/c bal is inr 9273.25 info: cash-atm/n5042000. get axis mobile: m.axisbank.com/cwdl,ham,,
balance in a/c xxxxxxxxxx1152 as of 03-aug-16 eod is inr 700.34 . check a/c for current balance . credits in a/c are subject to clearing,ham,,
your airtel money verification otp is 345934.,spam,,
"dear customer, request to pay emi of rs. 10877 due on 04th aug 2016 towards loan ending 002560 at fullerton india branch or pay online at www.fullertonindia.com. non-payment will result in penal charges and negative updation in credit bureau records. fullerton india",spam,,
"dear member (uan :100317857280), rs. 992 for 04/2016 has been credited in your epf account.for details, download m-epf mobile app from google play store.",spam,,
your a/c 853962 is debited inr 2000.00 on 01-08-2016 21:12:53 a/c bal is inr 19273.25 info: cash-atm/30249001. get axis mobile: m.axisbank.com/cwdl,ham,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846248 is adjusted on 30/07/2016 ( tran-no 02745685 ). next premium falls due on 08/2016.",spam,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846246 is adjusted on 30/07/2016 ( tran-no 02745683 ). next premium falls due on 08/2016.",spam,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846249 is adjusted on 30/07/2016 ( tran-no 02745686 ). next premium falls due on 08/2016.",spam,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846249 is adjusted on 30/07/2016 ( tran-no 02745686 ). next premium falls due on 08/2016.",spam,,
"dear customer, premium due from 07/2016 to 07/2016 under policy no. 347846245 is adjusted on 30/07/2016 ( tran-no 02745682 ). next premium falls due on 08/2016.",spam,,
your a/c 853962 is debited inr 2000.00 on 30-07-2016 20:20:00 a/c bal is inr 21273.25 info: cash-atm/na041101. get axis mobile: m.axisbank.com/cwdl,ham,,
axis bank billpay - your payment of bharti airtel limited postpaid bill 7389940249 for rs 1216.00 has been processed successfully.,ham,,
your a/c 15853962 is debited rs 1216 on 2016-07-28 a/c balance is rs 25273.25 info: mob/l48qu7a33557/airtel,ham,,
balance in a/c xxxxxxxxxx1152 as of 27-jul-16 eod is inr 700.34 . check a/c for current balance . credits in a/c are subject to clearing,ham,,
your a/c 15853962 is credited rs 25000 on  2016-07-25 a/c balance is rs 26489.25 info: brn-by cash cash,ham,,
your a/c 15853962 is debited rs 2005.75 on 2016-07-25 a/c balance is rs 1489.25 info: imps/p2a/620707216215/04751140001152hdfc,ham,,
your a/c no. xxxxxxxx3962 is debited for rs.2000.00 on 25-07-16 and a/c of unregistered has been credited (imps ref no 620707216215).,ham,,
"airtel money payment successful. amt: rs.200(inclusive of all charges), txn id: 652953875, date: 23/07/16 10:39, bal: rs. 219.6.",spam,,
bill payment for your account number 3017303682 has been successful. your account has been credited with rs. 200.00. transaction id 244488241.,spam,,
"airtel money payment to 9630572578 successful! amt: rs.110, txnid: 652402468, date: 22/07/16 03:24, bal: rs.419.6",spam,,
"dear customer, deposit rs 20,000 or more in your axis bank savings account before 31st july 2016 and get a benetton watch.terms and conditions apply*. good day!",spam,,
"dear rajendra, your pnr:46025960 journey:indore to sagar seat:j date:14-07-2016  9:00 pm pickup:sarwate bus stand  is booked.amount 500 . board bus:mp-15-pa-2277, pickup man:dinesh tiwari ji, phone:9981305480. thank you, www.osrbus.in",spam,,
"dear rajendra, your pnr:45991101 journey:sagar to indore seat:u29 date:13-07-2016  11:20 pm pickup:gov.bus stand  is booked.amount 600 . board bus:mp-15-pa-3377, pickup man:, phone:. thank you, www.osrbus.in",spam,,
